#x_m,y_m,w_tr
-25.807552,21.270106,2.111709
-25.748916,21.220678,2.111709
-25.690279,21.171250,2.134195
-25.630199,21.125307,2.156682
-25.568865,21.082390,2.086705
-25.510228,21.032962,2.109191
-25.451592,20.983534,2.111709
-25.392955,20.934106,2.111709
-25.334318,20.884678,2.109191
-25.275682,20.835250,2.156682
-25.215791,20.788848,2.156682
-25.157155,20.739420,2.134195
-25.098518,20.689992,2.111709
-25.039881,20.640564,2.111709
-24.981245,20.591136,2.134195
-24.922608,20.541708,2.156682
-24.863033,20.494544,2.156682
-24.804397,20.445116,2.109191
-24.745760,20.395687,2.134195
-24.687123,20.346259,2.111709
-24.628487,20.296831,2.109191
-24.569850,20.247403,2.134195
-24.508516,20.204486,2.156682
-24.448120,20.159306,2.134195
-24.389484,20.109878,2.111709
-24.330847,20.060449,2.111709
-24.272210,20.011021,2.134195
-24.212133,19.965071,2.156682
-24.150799,19.922154,2.086705
-24.092163,19.872726,2.109191
-24.033526,19.823298,2.111709
-23.974889,19.773870,2.111709
-23.916216,19.724530,2.109191
-23.854882,19.681614,2.134195
-23.794989,19.635219,2.156682
-23.736352,19.585791,2.134195
-23.677715,19.536363,2.109191
-23.619079,19.486935,2.111709
-23.560442,19.437507,2.134195
-23.501842,19.387990,2.156682
-23.444968,19.334307,2.156682
-23.386331,19.284879,2.109191
-23.327694,19.235451,2.134195
-23.269058,19.186023,2.111709
-23.210421,19.136595,2.109191
-23.151784,19.087167,2.134195
-23.093147,19.037739,2.156682
-23.033109,18.991696,2.134195
-22.974472,18.942268,2.111709
-22.915835,18.892840,2.111709
-22.857199,18.843412,2.111709
-22.798562,18.793983,2.134195
-22.738992,18.746808,2.156682
-22.677658,18.703892,2.086705
-22.618661,18.655333,2.134195
-22.560025,18.605905,2.111709
-22.501388,18.556477,2.111709
-22.442751,18.507049,2.134195
-22.381417,18.464132,2.156682
-22.321017,18.418962,2.156682
-22.262380,18.369534,2.134195
-22.203744,18.320106,2.111709
-22.145107,18.270678,2.111709
-22.086470,18.221250,2.134195
-22.026902,18.174071,2.156682
-21.968265,18.124643,2.086705
-21.909628,18.075215,2.134195
-21.850992,18.025787,2.111709
-21.792355,17.976359,2.111709
-21.733718,17.926931,2.134195
-21.675082,17.877503,2.156682
-21.615043,17.831460,2.156682
-21.556406,17.782032,2.134195
-21.497769,17.732603,2.111709
-21.439133,17.683175,2.111709
-21.380496,17.633747,2.134195
-21.320929,17.586565,2.156682
-21.259595,17.543648,2.086705
-21.200595,17.495097,2.134195
-21.141959,17.445669,2.111709
-21.083322,17.396241,2.111709
-21.024685,17.346813,2.111709
-20.966049,17.297384,2.134195
-20.906010,17.251342,2.156682
-20.847373,17.201913,2.134195
-20.788736,17.152485,2.109191
-20.730100,17.103057,2.111709
-20.671463,17.053629,2.134195
-20.612826,17.004201,2.156682
-20.553765,16.955798,2.156682
-20.494764,16.907250,2.156682
-20.436127,16.857822,2.134195
-20.377490,16.808394,2.111709
-20.318854,16.758966,2.111709
-20.260217,16.709538,2.134195
-20.201580,16.660110,2.156682
-20.141541,16.614067,2.156682
-20.082905,16.564639,2.134195
-20.024268,16.515211,2.111709
-19.965631,16.465782,2.111709
-19.906995,16.416354,2.134195
-19.847935,16.367947,2.086705
-19.786601,16.325031,2.156682
-19.727094,16.277704,2.134195
-19.668457,16.228276,2.111709
-19.609821,16.178848,2.111709
-19.551184,16.129420,2.134195
-19.492547,16.079991,2.156682
-19.432508,16.033949,2.156682
-19.373872,15.984521,2.134195
-19.315235,15.935092,2.111709
-19.256598,15.885664,2.111709
-19.197962,15.836236,2.134195
-19.139325,15.786808,2.109191
-19.080688,15.737380,2.156682
-19.021180,15.690057,2.156682
-18.962543,15.640629,2.134195
-18.903906,15.591200,2.111709
-18.845270,15.541772,2.111709
-18.786633,15.492344,2.134195
-18.727996,15.442916,2.156682
-18.668040,15.396674,2.134195
-18.609404,15.347246,2.109191
-18.550767,15.297818,2.111709
-18.492130,15.248389,2.111709
